label,sentence
0,The most prominent form of such attacks is sea jack for ransom.
0,"In June, six cases of pirate attacks took place in one day in waters near northern island of Borneo, in which trawl-boats and lumber carriers were ambushed."
1,Straw pointed out the United States had accepted visits to Guantanamo Bay by a team from the International Committee of the Red Cross and by British officials.
0,"""I await the British officials\' report."
0,"Pictures taken by a US Navy officer and released to the media show a group of prisoners, suspected members of Usama Bin Ladin's al-Qa'ida network, kneeling in orange jump suits and mancled at the waist."
1,"LONDON, Jan 20 (AFP) -- Britain said Sunday [20 January] that al-Qa'ida suspects held at a US base in Cuba must be treated humanely, following the release of photographs showing prisoners kneeling, manacled, blindfolded and wearing ear muffs."
0,"As for the photographs of detainees published today, I have asked our officials in Guantanamo Bay to establish with the US the circumstances in which these photographs were taken."""
1,London has previously insisted it supports US reassurances that the men are being treated humanely.
1,"""They (the prisoners) can hear nothing, smell nothing, feel nothing,"" the middle-market tabloid said."
0,"[As of filing time, the UK media monitored by FBIS have not been observed to report the statement by UK Foreign Secretary Straw cited below]"
1,"He also said Britain was seeking information from the United States about the circumstances in which photographs of the detainees, which appeared on the front pages of British newspapers Sunday, were taken."
1,"""Manacled hand and foot, they kneel in submission."
0,The 110 prisoners were brought to Camp X-Ray in Guantanamo Bay after being captured during the US-led military campaign in Afghanistan include three Britons.
0,"They are wearing dark goggles to blot out the light, ear muffs to keep out sound and mittens."
0,"""We have always made that clear and the Americans have said they share this view."""
1,"The pictures of the detainees ""shackled like wild animals"" were so shocking that they were ""certain to intensify the international outrage at the conditions in which they are being kept"" the Mail on Sunday said."
1,"The right-wing Mail on Sunday, which could normally be expected to support the United States over its ""war on terrorism"", ran the photographs under the headline ""Tortured""."
1,"""The British government\'s position is that prisoners, regardless of their technical status, should be treated humanely and in accordance with customary international law,"" said Foreign Secretary Jack Straw in a statement."
1,"Is this how (US president George W.) Bush and (British Prime Minister Tony) Blair defend our civilisation?"""
1,"The United States says the detainees are illegal combatants, not prisoners of war, and thus do not have rights under the Geneva Convention of 1949, which sets out the laws of war."
1,The new US policy deserves to be closely analyzed and monitored.
1,He has declared that the war against terrorism will not end at Afghanistan but will spread to other parts of the world.
1,"Iran tried to become more helpful to the United States during the war in Afghanistan, but now that it has been identified as an ""evil"" it likely will readjust its stance."
1,"For the countries that regard the three countries as friends or not evil, they are considered to be enemies of the United States."
1,He simply condenses his foreign policy for others to easily understand by distinguishing the evil from the good.
1,The countries that possess the lethal weapons are the targets of suppression by the United States.
1,"Bush deliberate used the term to emphasize to the world the adversarial US position toward the three countries that, according to Washington's claim, still assist terrorists and seek to develop lethal weapons."
1,The circumstance has led Bush to again adopt an aggressive policy.
